Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q969W8	reviewed	ZN566_HUMAN	Zinc finger protein 566	ZNF566	Homo sapiens (Human)	418
Q96A00	reviewed	PP14A_HUMAN	Protein phosphatase 1 regulatory subunit 14A (17 kDa PKC-potentiated inhibitory protein of PP1) (Protein kinase C-potentiated inhibitor protein of 17 kDa, CPI-17)	PPP1R14A CPI17 PPP1INL	Homo sapiens (Human)	147
Q96A04	reviewed	TSACC_HUMAN	TSSK6-activating co-chaperone protein (SSTK-interacting protein, SIP, SSTK-IP)	TSACC C1orf182	Homo sapiens (Human)	125
Q96A05	reviewed	VATE2_HUMAN	V-type proton ATPase subunit E 2, V-ATPase subunit E 2 (Vacuolar proton pump subunit E 2)	ATP6V1E2 ATP6E1 ATP6EL2 ATP6V1EL2	Homo sapiens (Human)	226
Q96A23	reviewed	CPNE4_HUMAN	Copine-4 (Copine IV) (Copine-8)	CPNE4	Homo sapiens (Human)	557
Q96A28	reviewed	SLAF9_HUMAN	SLAM family member 9 (CD2 family member 10, CD2F-10) (CD84 homolog 1, CD84-H1)	SLAMF9 CD2F10 UNQ1938/PRO4421	Homo sapiens (Human)	289
Q96A35	reviewed	RM24_HUMAN	39S ribosomal protein L24, mitochondrial, L24mt, MRP-L24 (Mitochondrial large ribosomal subunit protein uL24m)	MRPL24	Homo sapiens (Human)	216
Q96A46	reviewed	MFRN2_HUMAN	Mitoferrin-2 (Mitochondrial RNA-splicing protein 3/4 homolog, MRS3/4, hMRS3/4) (Mitochondrial iron transporter 2) (Solute carrier family 25 member 28)	SLC25A28 MFRN2 NPD016	Homo sapiens (Human)	364
Q96A47	reviewed	ISL2_HUMAN	Insulin gene enhancer protein ISL-2, Islet-2	ISL2	Homo sapiens (Human)	359
Q96A73	reviewed	P33MX_HUMAN	Putative monooxygenase p33MONOX, EC 1.-.-.- (Brain-derived rescue factor p60MONOX) (Flavin monooxygenase motif-containing protein of 33 kDa)	KIAA1191 P33MONOX	Homo sapiens (Human)	305
Q96A84	reviewed	EMID1_HUMAN	EMI domain-containing protein 1 (Emilin and multimerin domain-containing protein 1, Emu1)	EMID1 EMU1	Homo sapiens (Human)	441
Q96A99	reviewed	PTX4_HUMAN	Pentraxin-4	PTX4 C16orf38	Homo sapiens (Human)	478
Q96AC6	reviewed	KIFC2_HUMAN	Kinesin-like protein KIFC2	KIFC2	Homo sapiens (Human)	838
Q96AM1	reviewed	MRGRF_HUMAN	Mas-related G-protein coupled receptor member F, Mas-related gene F protein (G-protein coupled receptor 140) (G-protein coupled receptor 168)	MRGPRF GPR140 GPR168 MRGF PSEC0142	Homo sapiens (Human)	343
Q96B23	reviewed	CR025_HUMAN	Uncharacterized protein C18orf25 (ARKadia-like protein 1)	C18orf25 ARKL1	Homo sapiens (Human)	404
Q96B45	reviewed	BORC7_HUMAN	BLOC-1-related complex subunit 7 (Diaskedin)	BORCS7 C10orf32	Homo sapiens (Human)	106
Q96B77	reviewed	TM186_HUMAN	Transmembrane protein 186	TMEM186 C16orf51	Homo sapiens (Human)	213
Q96BH3	reviewed	ESPB1_HUMAN	Epididymal sperm-binding protein 1 (Epididymal secretory protein 12, hE12)	ELSPBP1 E12	Homo sapiens (Human)	223
Q96BN6	reviewed	F149B_HUMAN	Primary cilium assembly protein FAM149B1	FAM149B1 KIAA0974	Homo sapiens (Human)	582
Q96BU1	reviewed	S1PBP_HUMAN	S100P-binding protein (S100P-binding protein Riken)	S100PBP S100PBPR	Homo sapiens (Human)	408
Q96BV0	reviewed	ZN775_HUMAN	Zinc finger protein 775	ZNF775	Homo sapiens (Human)	537
Q96BW9	reviewed	TAM41_HUMAN	Phosphatidate cytidylyltransferase, mitochondrial, EC 2.7.7.41 (CDP-diacylglycerol synthase, CDP-DAG synthase) (Mitochondrial translocator assembly and maintenance protein 41 homolog, TAM41)	TAMM41 C3orf31	Homo sapiens (Human)	452
Q96C19	reviewed	EFHD2_HUMAN	EF-hand domain-containing protein D2 (Swiprosin-1)	EFHD2 SWS1	Homo sapiens (Human)	240
Q96C28	reviewed	ZN707_HUMAN	Zinc finger protein 707	ZNF707	Homo sapiens (Human)	371
Q96C34	reviewed	RUND1_HUMAN	RUN domain-containing protein 1	RUNDC1 LP5161	Homo sapiens (Human)	613
Q96CM4	reviewed	NXNL1_HUMAN	Nucleoredoxin-like protein 1 (Thioredoxin-like protein 6)	NXNL1 TXNL6	Homo sapiens (Human)	212
Q96CW6	reviewed	S7A6O_HUMAN	Probable RNA polymerase II nuclear localization protein SLC7A6OS (ADAMS proteinase-related protein) (Solute carrier family 7 member 6 opposite strand transcript)	SLC7A6OS	Homo sapiens (Human)	309
Q96CX2	reviewed	KCD12_HUMAN	BTB/POZ domain-containing protein KCTD12 (Pfetin) (Predominantly fetal expressed T1 domain)	KCTD12 C13orf2 KIAA1778 PFET1	Homo sapiens (Human)	325
Q96CX3	reviewed	ZN501_HUMAN	Zinc finger protein 501 (Zinc finger protein 52)	ZNF501 ZNF52	Homo sapiens (Human)	271
Q96DA0	reviewed	ZG16B_HUMAN	Zymogen granule protein 16 homolog B	ZG16B UNQ773/PRO1567	Homo sapiens (Human)	208
Q96DB5	reviewed	RMD1_HUMAN	Regulator of microtubule dynamics protein 1, RMD-1, hRMD-1 (Protein FAM82B)	RMDN1 FAM82B CGI-90	Homo sapiens (Human)	314
Q96DC8	reviewed	ECHD3_HUMAN	Enoyl-CoA hydratase domain-containing protein 3, mitochondrial	ECHDC3 PP1494 PP8332	Homo sapiens (Human)	303
Q96DD7	reviewed	SHSA4_HUMAN	Protein shisa-4 (Transmembrane protein 58)	SHISA4 C1orf40 TMEM58 UNQ583/PRO1153	Homo sapiens (Human)	197
Q96DN6	reviewed	MBD6_HUMAN	Methyl-CpG-binding domain protein 6 (Methyl-CpG-binding protein MBD6)	MBD6 KIAA1887	Homo sapiens (Human)	1003
Q96DW6	reviewed	S2538_HUMAN	Mitochondrial glycine transporter (Mitochondrial glycine transporter GlyC) (Solute carrier family 25 member 38)	SLC25A38	Homo sapiens (Human)	304
Q96DX4	reviewed	RSPRY_HUMAN	RING finger and SPRY domain-containing protein 1	RSPRY1 KIAA1972 UNQ328/PRO444	Homo sapiens (Human)	576
Q96DY7	reviewed	MTBP_HUMAN	Mdm2-binding protein, hMTBP	MTBP	Homo sapiens (Human)	904
Q96E40	reviewed	SACA9_HUMAN	Sperm acrosome-associated protein 9	SPACA9 C9orf9	Homo sapiens (Human)	222
Q96EF9	reviewed	ZHX1R_HUMAN	Zinc fingers and homeoboxes protein 1, isoform 2 (ZHX1-C8orf76 readthrough transcript protein)	ZHX1-C8orf76 C8orf76	Homo sapiens (Human)	292
Q96EK7	reviewed	F120B_HUMAN	Constitutive coactivator of peroxisome proliferator-activated receptor gamma, Constitutive coactivator of PPAR-gamma, Constitutive coactivator of PPARG (PPARG constitutive coactivator 1, PGCC1) (Protein FAM120B)	FAM120B CCPG KIAA1838	Homo sapiens (Human)	910
Q96EN9	reviewed	REX1B_HUMAN	Required for excision 1-B domain-containing protein	REX1BD C19orf60	Homo sapiens (Human)	201
Q96EY4	reviewed	TMA16_HUMAN	Translation machinery-associated protein 16	TMA16 C4orf43	Homo sapiens (Human)	203
Q96FC7	reviewed	PHIPL_HUMAN	Phytanoyl-CoA hydroxylase-interacting protein-like	PHYHIPL KIAA1796 UNQ6309/PRO20934	Homo sapiens (Human)	376
Q96FN9	reviewed	DTD2_HUMAN	D-aminoacyl-tRNA deacylase 2, EC 3.1.1.96 (Animalia-specific tRNA deacylase, ATD) (D-tyrosyl-tRNA(Tyr) deacylase 2) (L-alanyl-tRNA deacylase)	DTD2 C14orf126	Homo sapiens (Human)	168
Q96GA3	reviewed	LTV1_HUMAN	Protein LTV1 homolog	LTV1 C6orf93	Homo sapiens (Human)	475
Q96GC5	reviewed	RM48_HUMAN	39S ribosomal protein L48, mitochondrial, L48mt, MRP-L48 (Mitochondrial large ribosomal subunit protein mL48)	MRPL48 CGI-118 HSPC290	Homo sapiens (Human)	212
Q96GE9	reviewed	DMAC1_HUMAN	Distal membrane-arm assembly complex protein 1 (Transmembrane protein 261)	DMAC1 C9orf123 TMEM261	Homo sapiens (Human)	116
Q96GJ1	reviewed	TRM2B_HUMAN	tRNA (uracil-5-)-methyltransferase homolog B, EC 2.1.1.35 (TRM2 homolog B) (rRNA (uracil-5-)-methyltransferase TRMT2B, EC 2.1.1.-)	TRMT2B CXorf34	Homo sapiens (Human)	504
Q96GX2	reviewed	A7L3B_HUMAN	Ataxin-7-like protein 3B	ATXN7L3B	Homo sapiens (Human)	97
Q96GX8	reviewed	CP074_HUMAN	Uncharacterized protein C16orf74	C16orf74	Homo sapiens (Human)	76
Q96GY0	reviewed	ZC21A_HUMAN	Zinc finger C2HC domain-containing protein 1A	ZC2HC1A C8orf70 FAM164A CGI-62	Homo sapiens (Human)	325
Q96H78	reviewed	S2544_HUMAN	Solute carrier family 25 member 44	SLC25A44 KIAA0446	Homo sapiens (Human)	314
Q96HE9	reviewed	PRR11_HUMAN	Proline-rich protein 11	PRR11	Homo sapiens (Human)	360
Q96HJ3	reviewed	CCD34_HUMAN	Coiled-coil domain-containing protein 34 (Renal carcinoma antigen NY-REN-41)	CCDC34 RAMA3 L15	Homo sapiens (Human)	373
Q96HJ9	reviewed	FMC1_HUMAN	Protein FMC1 homolog (ATP synthase assembly factor FMC1, mitochondrial) (Formation of mitochondrial complex V assembly factor 1 homolog)	FMC1 C7orf55 HSPC268	Homo sapiens (Human)	113
Q96HL8	reviewed	SH3Y1_HUMAN	SH3 domain-containing YSC84-like protein 1	SH3YL1	Homo sapiens (Human)	342
Q96HP8	reviewed	T176A_HUMAN	Transmembrane protein 176A (Hepatocellular carcinoma-associated antigen 112)	TMEM176A HCA112	Homo sapiens (Human)	235
Q96HQ0	reviewed	ZN419_HUMAN	Zinc finger protein 419	ZNF419 ZNF419A	Homo sapiens (Human)	510
Q96HQ2	reviewed	C2AIL_HUMAN	CDKN2AIP N-terminal-like protein (CDKN2A-interacting protein N-terminal-like protein)	CDKN2AIPNL	Homo sapiens (Human)	116
Q96HU8	reviewed	DIRA2_HUMAN	GTP-binding protein Di-Ras2 (Distinct subgroup of the Ras family member 2)	DIRAS2	Homo sapiens (Human)	199
Q96I36	reviewed	COX14_HUMAN	Cytochrome c oxidase assembly protein COX14	COX14 C12orf62	Homo sapiens (Human)	57
Q96I82	reviewed	KAZD1_HUMAN	Kazal-type serine protease inhibitor domain-containing protein 1	KAZALD1 FKSG28 FKSG40 UNQ2945/PRO21184	Homo sapiens (Human)	304
Q96IG2	reviewed	FXL20_HUMAN	F-box/LRR-repeat protein 20 (F-box and leucine-rich repeat protein 20) (F-box/LRR-repeat protein 2-like)	FBXL20 FBL2	Homo sapiens (Human)	436
Q96IK0	reviewed	TM101_HUMAN	Transmembrane protein 101 (Putative NF-kappa-B-activating protein 130)	TMEM101	Homo sapiens (Human)	257
Q96IQ7	reviewed	VSIG2_HUMAN	V-set and immunoglobulin domain-containing protein 2 (Cortical thymocyte-like protein, CT-like protein)	VSIG2 CTH CTXL UNQ2770/PRO7154	Homo sapiens (Human)	327
Q96J86	reviewed	CYYR1_HUMAN	Cysteine and tyrosine-rich protein 1 (Proline-rich domain-containing protein)	CYYR1 C21orf95	Homo sapiens (Human)	154
Q96J88	reviewed	ESIP1_HUMAN	Epithelial-stromal interaction protein 1	EPSTI1	Homo sapiens (Human)	318
Q96JA4	reviewed	M4A14_HUMAN	Membrane-spanning 4-domains subfamily A member 14 (Testis development protein NYD-SP21)	MS4A14 MS4A13 MS4A16	Homo sapiens (Human)	679
Q96JC4	reviewed	ZN479_HUMAN	Zinc finger protein 479 (Zinc finger protein Kr19, HKr19)	ZNF479	Homo sapiens (Human)	524
Q96JK4	reviewed	HIPL1_HUMAN	HHIP-like protein 1	HHIPL1 HHIP2 KIAA1822 UNQ9245/PRO34761	Homo sapiens (Human)	782
Q96JN8	reviewed	NEUL4_HUMAN	Neuralized-like protein 4	NEURL4 KIAA1787	Homo sapiens (Human)	1562
Q96JP2	reviewed	MY15B_HUMAN	Unconventional myosin-XVB (Myosin XVBP) (Unconventional myosin-15B)	MYO15B KIAA1783 MYO15BP	Homo sapiens (Human)	1530
Q96JQ2	reviewed	CLMN_HUMAN	Calmin (Calponin-like transmembrane domain protein)	CLMN KIAA1188	Homo sapiens (Human)	1002
Q96JT2	reviewed	S45A3_HUMAN	Solute carrier family 45 member 3 (Prostate cancer-associated protein 6) (Prostein)	SLC45A3 PCANAP6 PRST	Homo sapiens (Human)	553
Q96K49	reviewed	TM87B_HUMAN	Transmembrane protein 87B	TMEM87B	Homo sapiens (Human)	555
Q96K58	reviewed	ZN668_HUMAN	Zinc finger protein 668	ZNF668	Homo sapiens (Human)	619
Q96KA5	reviewed	CLP1L_HUMAN	Cleft lip and palate transmembrane protein 1-like protein, CLPTM1-like protein (Cisplatin resistance-related protein 9, CRR9p)	CLPTM1L CRR9	Homo sapiens (Human)	538
Q96KC2	reviewed	ARL5B_HUMAN	ADP-ribosylation factor-like protein 5B (ADP-ribosylation factor-like protein 8)	ARL5B ARL8	Homo sapiens (Human)	179
Q96KE9	reviewed	BTBD6_HUMAN	BTB/POZ domain-containing protein 6 (Lens BTB domain protein)	BTBD6 BDPL	Homo sapiens (Human)	538
Q96KJ9	reviewed	COX42_HUMAN	Cytochrome c oxidase subunit 4 isoform 2, mitochondrial (Cytochrome c oxidase subunit IV isoform 2, COX IV-2)	COX4I2 COX4L2	Homo sapiens (Human)	171
Q96KN1	reviewed	LRAT2_HUMAN	Protein LRATD2 (Breast cancer membrane protein 101) (LRAT domain-containing 2) (Protein FAM84B) (Protein NSE2)	LRATD2 BCMP101 FAM84B NSE2	Homo sapiens (Human)	310
Q96KN9	reviewed	CXD4_HUMAN	Gap junction delta-4 protein (Connexin-40.1, Cx40.1)	GJD4 CX40.1	Homo sapiens (Human)	370
Q96KR1	reviewed	ZFR_HUMAN	Zinc finger RNA-binding protein, hZFR (M-phase phosphoprotein homolog)	ZFR	Homo sapiens (Human)	1074
Q96KS9	reviewed	F167A_HUMAN	Protein FAM167A	FAM167A C8orf13	Homo sapiens (Human)	214
Q96KX0	reviewed	LYZL4_HUMAN	Lysozyme-like protein 4, Lysozyme-4	LYZL4 LYC4	Homo sapiens (Human)	146
Q96KX2	reviewed	CAZA3_HUMAN	F-actin-capping protein subunit alpha-3 (CapZ alpha-3, CP-alpha-3) (Germ cell-specific protein 3)	CAPZA3 CAPAA3 GSG3	Homo sapiens (Human)	299
Q96L15	reviewed	NAR5_HUMAN	Ecto-ADP-ribosyltransferase 5, EC 2.4.2.31 (ADP-ribosyltransferase C2 and C3 toxin-like 5, ARTC5) (Mono(ADP-ribosyl)transferase 5) (NAD(P)(+)--arginine ADP-ribosyltransferase 5)	ART5 UNQ575/PRO1137	Homo sapiens (Human)	291
Q96L33	reviewed	RHOV_HUMAN	Rho-related GTP-binding protein RhoV (CDC42-like GTPase 2) (GTP-binding protein-like 2) (Rho GTPase-like protein ARHV) (Wnt-1 responsive Cdc42 homolog 2, WRCH-2)	RHOV ARHV WRCH2	Homo sapiens (Human)	236
Q96L46	reviewed	CPNS2_HUMAN	Calpain small subunit 2, CSS2 (Calcium-dependent protease small subunit 2)	CAPNS2	Homo sapiens (Human)	248
Q96L94	reviewed	SNX22_HUMAN	Sorting nexin-22	SNX22	Homo sapiens (Human)	193
Q96LA9	reviewed	MRGX4_HUMAN	Mas-related G-protein coupled receptor member X4 (Sensory neuron-specific G-protein coupled receptor 5/6)	MRGPRX4 MRGX4 SNSR5 SNSR6	Homo sapiens (Human)	322
Q96LB4	reviewed	VATG3_HUMAN	V-type proton ATPase subunit G 3, V-ATPase subunit G 3 (V-ATPase 13 kDa subunit 3) (Vacuolar proton pump subunit G 3)	ATP6V1G3 ATP6G3	Homo sapiens (Human)	118
Q96LD1	reviewed	SGCZ_HUMAN	Zeta-sarcoglycan, Zeta-SG (ZSG1)	SGCZ	Homo sapiens (Human)	299
Q96LL3	reviewed	FIMP_HUMAN	Fertilization-influencing membrane protein	FIMP C16orf92	Homo sapiens (Human)	132
Q96LR9	reviewed	APLD1_HUMAN	Apolipoprotein L domain-containing protein 1 (Vascular early response gene protein)	APOLD1 VERGE	Homo sapiens (Human)	279
Q96LU5	reviewed	IMP1L_HUMAN	Mitochondrial inner membrane protease subunit 1, EC 3.4.21.- (IMP1-like protein)	IMMP1L	Homo sapiens (Human)	166
Q96LW9	reviewed	ZSC31_HUMAN	Zinc finger and SCAN domain-containing protein 31 (Zinc finger protein 323)	ZSCAN31 ZNF310P ZNF323	Homo sapiens (Human)	406
Q96LY2	reviewed	CC74B_HUMAN	Coiled-coil domain-containing protein 74B	CCDC74B	Homo sapiens (Human)	380
Q96M27	reviewed	PRRC1_HUMAN	Protein PRRC1 (Proline-rich and coiled-coil-containing protein 1)	PRRC1	Homo sapiens (Human)	445
Q96M69	reviewed	LRGUK_HUMAN	Leucine-rich repeat and guanylate kinase domain-containing protein	LRGUK	Homo sapiens (Human)	825
Q96M83	reviewed	CCDC7_HUMAN	Coiled-coil domain-containing protein 7 (Protein BIOT2)	CCDC7 BIOT2 C10orf68	Homo sapiens (Human)	1385
Q96MA1	reviewed	DMRTB_HUMAN	Doublesex- and mab-3-related transcription factor B1	DMRTB1	Homo sapiens (Human)	342
Q96MB7	reviewed	HARB1_HUMAN	Putative nuclease HARBI1, EC 3.1.-.- (Harbinger transposase-derived nuclease)	HARBI1 C11orf77	Homo sapiens (Human)	349
Q96MG8	reviewed	PCMD1_HUMAN	Protein-L-isoaspartate O-methyltransferase domain-containing protein 1	PCMTD1	Homo sapiens (Human)	357
Q96MI6	reviewed	PPM1M_HUMAN	Protein phosphatase 1M, EC 3.1.3.16 (Protein phosphatase 2C isoform eta, PP2C-eta, PP2CE)	PPM1M PPM1E	Homo sapiens (Human)	459
Q96MM6	reviewed	HS12B_HUMAN	Heat shock 70 kDa protein 12B	HSPA12B C20orf60	Homo sapiens (Human)	686
Q96MT1	reviewed	RN145_HUMAN	RING finger protein 145, EC 2.3.2.27	RNF145	Homo sapiens (Human)	663
Q96MX6	reviewed	DAA10_HUMAN	Dynein axonemal assembly factor 10 (WD repeat-containing protein 92) (WD repeat-containing protein Monad)	DNAAF10 WDR92	Homo sapiens (Human)	357
Q96N03	reviewed	VTM2L_HUMAN	V-set and transmembrane domain-containing protein 2-like protein	VSTM2L C20orf102	Homo sapiens (Human)	204
Q96N06	reviewed	SPT33_HUMAN	Spermatogenesis-associated protein 33	SPATA33 C16orf55	Homo sapiens (Human)	139
Q96N28	reviewed	PLD3A_HUMAN	PRELI domain containing protein 3A (Protein slowmo homolog 1)	PRELID3A C18orf43 SLMO1	Homo sapiens (Human)	172
Q96NB2	reviewed	SFXN2_HUMAN	Sideroflexin-2	SFXN2	Homo sapiens (Human)	322
Q96ND0	reviewed	F210A_HUMAN	Protein FAM210A	FAM210A C18orf19	Homo sapiens (Human)	272
Q96NJ3	reviewed	ZN285_HUMAN	Zinc finger protein 285 (Zinc finger protein 285A)	ZNF285 ZNF285A	Homo sapiens (Human)	590
Q96NL0	reviewed	RUN3B_HUMAN	RUN domain-containing protein 3B (Rap2-binding protein 9) (Rap2-interacting protein 9, RPIP-9)	RUNDC3B RPIB9 RPIP9	Homo sapiens (Human)	473
Q96NL1	reviewed	TMM74_HUMAN	Transmembrane protein 74	TMEM74	Homo sapiens (Human)	305
Q96NL3	reviewed	ZN599_HUMAN	Zinc finger protein 599	ZNF599	Homo sapiens (Human)	588
Q96NU0	reviewed	CNT3B_HUMAN	Contactin-associated protein-like 3B (Cell recognition molecule Caspr3b)	CNTNAP3B CASPR3B	Homo sapiens (Human)	1288
Q96NU7	reviewed	HUTI_HUMAN	Probable imidazolonepropionase, EC 3.5.2.7 (Amidohydrolase domain-containing protein 1)	AMDHD1 HMFT1272	Homo sapiens (Human)	426
Q96NX9	reviewed	DACH2_HUMAN	Dachshund homolog 2, Dach2	DACH2	Homo sapiens (Human)	599
Q96P26	reviewed	5NT1B_HUMAN	Cytosolic 5'-nucleotidase 1B, cN1B, EC 3.1.3.5 (Autoimmune infertility-related protein) (Cytosolic 5'-nucleotidase IB, cN-IB)	NT5C1B AIRP FKSG85	Homo sapiens (Human)	610
Q96P50	reviewed	ACAP3_HUMAN	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 3 (Centaurin-beta-5, Cnt-b5)	ACAP3 CENTB5 KIAA1716	Homo sapiens (Human)	834
Q96P68	reviewed	OXGR1_HUMAN	2-oxoglutarate receptor 1 (Alpha-ketoglutarate receptor 1) (G-protein coupled receptor 80) (G-protein coupled receptor 99) (P2Y purinoceptor 15, P2Y15) (P2Y-like GPCR) (P2Y-like nucleotide receptor)	OXGR1 GPR80 GPR99 P2RY15 P2Y15	Homo sapiens (Human)	337
Q96P69	reviewed	GPR78_HUMAN	G-protein coupled receptor 78	GPR78 UNQ5925/PRO19818	Homo sapiens (Human)	363
Q96PB8	reviewed	LRC3B_HUMAN	Leucine-rich repeat-containing protein 3B (Leucine-rich repeat protein 15)	LRRC3B LRP15 UNQ195/PRO221	Homo sapiens (Human)	259
Q96PE2	reviewed	ARHGH_HUMAN	Rho guanine nucleotide exchange factor 17 (164 kDa Rho-specific guanine-nucleotide exchange factor, p164-RhoGEF, p164RhoGEF) (Tumor endothelial marker 4)	ARHGEF17 KIAA0337 TEM4	Homo sapiens (Human)	2063
Q96PE5	reviewed	OPALI_HUMAN	Opalin (Oligodendrocytic myelin paranodal and inner loop protein) (Transmembrane protein 10)	OPALIN HTMP10 TMEM10	Homo sapiens (Human)	141
Q96PE6	reviewed	ZIM3_HUMAN	Zinc finger imprinted 3 (Zinc finger protein 657)	ZIM3 ZNF657	Homo sapiens (Human)	472
Q96PL1	reviewed	SG3A2_HUMAN	Secretoglobin family 3A member 2 (Pneumo secretory protein 1, PnSP-1) (Uteroglobin-related protein 1)	SCGB3A2 PNSP1 UGRP1 UNQ566/PRO1128	Homo sapiens (Human)	93
Q96PL2	reviewed	TECTB_HUMAN	Beta-tectorin	TECTB	Homo sapiens (Human)	329
Q96PQ7	reviewed	KLHL5_HUMAN	Kelch-like protein 5	KLHL5	Homo sapiens (Human)	755
Q96PU9	reviewed	ODF3A_HUMAN	Outer dense fiber protein 3 (Outer dense fiber of sperm tails protein 3) (Sperm tail protein SHIPPO 1) (Transcript induced in spermiogenesis protein 50)	ODF3 SHIPPO1 TISP50	Homo sapiens (Human)	254
Q96PX9	reviewed	PKH4B_HUMAN	Pleckstrin homology domain-containing family G member 4B, PH domain-containing family G member 4B	PLEKHG4B KIAA1909	Homo sapiens (Human)	1271
Q96Q07	reviewed	BTBD9_HUMAN	BTB/POZ domain-containing protein 9	BTBD9 KIAA1880	Homo sapiens (Human)	612
Q96QR1	reviewed	SG3A1_HUMAN	Secretoglobin family 3A member 1 (Cytokine HIN-1) (High in normal 1) (Pneumo secretory protein 2, PnSP-2) (Uteroglobin-related protein 2)	SCGB3A1 HIN1 PNSP2 UGRP2 UNQ629/PRO1245	Homo sapiens (Human)	104
Q96QS1	reviewed	TSN32_HUMAN	Tetraspanin-32, Tspan-32 (Protein Phemx)	TSPAN32 PHEMX TSSC6	Homo sapiens (Human)	320
Q96QU6	reviewed	1A1L1_HUMAN	1-aminocyclopropane-1-carboxylate synthase-like protein 1, ACC synthase-like protein 1	ACCS PHACS	Homo sapiens (Human)	501
Q96R08	reviewed	OR5BC_HUMAN	Olfactory receptor 5B12 (Olfactory receptor 5B16) (Olfactory receptor OR11-241)	OR5B12 OR5B12P OR5B16	Homo sapiens (Human)	314
Q96R48	reviewed	OR2A5_HUMAN	Olfactory receptor 2A5 (Olfactory receptor 2A26) (Olfactory receptor 2A8) (Olfactory receptor 7-138/7-141, OR7-138, OR7-141)	OR2A5 OR2A26 OR2A8	Homo sapiens (Human)	311
Q96RC9	reviewed	OR8B4_HUMAN	Olfactory receptor 8B4 (Olfactory receptor OR11-315)	OR8B4 OR8B4P	Homo sapiens (Human)	309
Q96RI9	reviewed	TAAR9_HUMAN	Trace amine-associated receptor 9, TaR-9, Trace amine receptor 9 (Trace amine receptor 3, TaR-3)	TAAR9 TA3 TAR3 TRAR3	Homo sapiens (Human)	348
Q96RJ0	reviewed	TAAR1_HUMAN	Trace amine-associated receptor 1, TaR-1, Trace amine receptor 1	TAAR1 TA1 TAR1 TRAR1	Homo sapiens (Human)	339
Q96RK1	reviewed	CITE4_HUMAN	Cbp/p300-interacting transactivator 4 (MSG1-related protein 2, MRG-2)	CITED4 MRG2	Homo sapiens (Human)	184
Q96RP8	reviewed	KCNA7_HUMAN	Potassium voltage-gated channel subfamily A member 7 (Voltage-gated potassium channel subunit Kv1.7)	KCNA7	Homo sapiens (Human)	456
Q96RV3	reviewed	PCX1_HUMAN	Pecanex-like protein 1 (Pecanex homolog protein 1)	PCNX1 KIAA0805 KIAA0995 PCNX PCNXL1	Homo sapiens (Human)	2341
Q96S79	reviewed	RSLAB_HUMAN	Ras-like protein family member 10B, EC 3.6.5.2 (Ras-like protein VTS58635) (Ras-related protein 17, RRP17)	RASL10B	Homo sapiens (Human)	203
Q96S82	reviewed	UBL7_HUMAN	Ubiquitin-like protein 7 (Bone marrow stromal cell ubiquitin-like protein, BMSC-UbP) (Ubiquitin-like protein SB132)	UBL7 BMSCUBP SB132	Homo sapiens (Human)	380
Q96S90	reviewed	LYSM1_HUMAN	LysM and putative peptidoglycan-binding domain-containing protein 1	LYSMD1 SB145	Homo sapiens (Human)	227
Q96S96	reviewed	PEBP4_HUMAN	Phosphatidylethanolamine-binding protein 4, PEBP-4, hPEBP4 (Protein cousin-of-RKIP 1)	PEBP4 CORK1 UNQ1933/PRO4408	Homo sapiens (Human)	227
Q96SC8	reviewed	DMTA2_HUMAN	Doublesex- and mab-3-related transcription factor A2 (Doublesex- and mab-3-related transcription factor 5)	DMRTA2 DMRT5	Homo sapiens (Human)	542
Q96SE0	reviewed	ABHD1_HUMAN	Protein ABHD1, EC 3.1.1.- (Alpha/beta hydrolase domain-containing protein 1, Abhydrolase domain-containing protein 1) (Lung alpha/beta hydrolase 1)	ABHD1 LABH1	Homo sapiens (Human)	405
Q96SE7	reviewed	ZN347_HUMAN	Zinc finger protein 347 (Zinc finger protein 1111)	ZNF347 ZNF1111	Homo sapiens (Human)	839
Q96SK3	reviewed	ZN607_HUMAN	Zinc finger protein 607	ZNF607	Homo sapiens (Human)	696
Q96SL8	reviewed	FIZ1_HUMAN	Flt3-interacting zinc finger protein 1 (Zinc finger protein 798)	FIZ1 ZNF798	Homo sapiens (Human)	496
Q96SM3	reviewed	CPXM1_HUMAN	Probable carboxypeptidase X1, EC 3.4.17.- (Metallocarboxypeptidase CPX-1)	CPXM1 CPX1 CPXM UNQ3015/PRO9782	Homo sapiens (Human)	734
Q96SN7	reviewed	ORAI2_HUMAN	Protein orai-2 (CAP-binding protein complex-interacting protein 2) (Transmembrane protein 142B)	ORAI2 C7orf19 CBCIP2 TMEM142B PP1729	Homo sapiens (Human)	254
Q96SR6	reviewed	ZN382_HUMAN	Zinc finger protein 382 (KRAB/zinc finger suppressor protein 1, KS1) (Multiple zinc finger and krueppel-associated box protein KS1)	ZNF382	Homo sapiens (Human)	550
Q96SY0	reviewed	INT14_HUMAN	Integrator complex subunit 14 (von Willebrand factor A domain-containing protein 9)	INTS14 C15orf44 VWA9	Homo sapiens (Human)	518
Q96T25	reviewed	ZIC5_HUMAN	Zinc finger protein ZIC 5 (Zinc finger protein of the cerebellum 5)	ZIC5	Homo sapiens (Human)	663
